Client_ID,Asset_Type,Ticker,Quantity,Sector
C0012,Stock,TCS.NS,15,IT
C0012,Stock,HINDUNILVR.NS,34,FMCG
C0012,Bond,NA,71562,Debt
C0012,Cash,NA,31912,Liquid
C0013,Stock,TATAMOTORS.NS,10,Auto
C0013,ETF,NIFTYBEES.NS,37,Index
C0013,Stock,SUNPHARMA.NS,50,Pharma
C0013,Stock,HDFCBANK.NS,48,Banking
C0013,Stock,INFY.NS,47,IT
C0013,Bond,NA,95797,Debt
C0013,Cash,NA,13699,Liquid
C0014,ETF,NIFTYBEES.NS,13,Index
C0014,Stock,INFY.NS,14,IT
C0014,Stock,RELIANCE.NS,28,Energy
C0014,Bond,NA,27544,Debt
C0014,Cash,NA,29865,Liquid
C0015,Stock,SUNPHARMA.NS,44,Pharma
C0015,Stock,RELIANCE.NS,36,Energy
C0015,Stock,ICICIBANK.NS,29,Banking
C0015,Stock,TATAMOTORS.NS,7,Auto
C0015,Bond,NA,55468,Debt
C0015,Cash,NA,40899,Liquid
C0016,Stock,INFY.NS,30,IT
C0016,Stock,SUNPHARMA.NS,36,Pharma
C0016,ETF,GOLDBEES.NS,23,Commodity
C0016,Stock,RELIANCE.NS,49,Energy
C0016,Bond,NA,77632,Debt
C0016,Cash,NA,36069,Liquid
C0017,ETF,NIFTYBEES.NS,17,Index
C0017,Stock,HINDUNILVR.NS,13,FMCG
C0017,Stock,RELIANCE.NS,12,Energy
C0017,Stock,HDFCBANK.NS,11,Banking
C0017,Bond,NA,69079,Debt
C0017,Cash,NA,15260,Liquid
C0018,ETF,NIFTYBEES.NS,45,Index
C0018,Stock,TCS.NS,49,IT
C0018,Stock,TATAMOTORS.NS,15,Auto
C0018,Stock,HINDUNILVR.NS,38,FMCG
C0018,Stock,INFY.NS,30,IT
C0018,Stock,HDFCBANK.NS,29,Banking
C0018,Bond,NA,49216,Debt
C0018,Cash,NA,23277,Liquid
C0019,Stock,RELIANCE.NS,35,Energy
C0019,ETF,GOLDBEES.NS,43,Commodity
C0019,Stock,HINDUNILVR.NS,12,FMCG
C0019,Stock,TATAMOTORS.NS,18,Auto
C0019,Stock,HDFCBANK.NS,33,Banking
C0019,ETF,NIFTYBEES.NS,44,Index
C0019,Bond,NA,47938,Debt
C0019,Cash,NA,17500,Liquid
C0020,ETF,NIFTYBEES.NS,10,Index
C0020,Stock,TCS.NS,49,IT
C0020,ETF,GOLDBEES.NS,47,Commodity
C0020,Stock,ICICIBANK.NS,46,Banking
C0020,Bond,NA,43428,Debt
C0020,Cash,NA,37096,Liquid
C0021,Stock,HINDUNILVR.NS,42,FMCG
C0021,ETF,NIFTYBEES.NS,50,Index
C0021,Stock,TCS.NS,48,IT
C0021,Stock,RELIANCE.NS,33,Energy
C0021,Bond,NA,61676,Debt
C0021,Cash,NA,24296,Liquid
C0022,Stock,TATAMOTORS.NS,22,Auto
C0022,Stock,RELIANCE.NS,21,Energy
C0022,Stock,HINDUNILVR.NS,43,FMCG
C0022,ETF,NIFTYBEES.NS,34,Index
C0022,Stock,SUNPHARMA.NS,19,Pharma
C0022,Bond,NA,24526,Debt
C0022,Cash,NA,19417,Liquid
C0023,Stock,ICICIBANK.NS,44,Banking
C0023,Stock,TATAMOTORS.NS,43,Auto
C0023,Stock,SUNPHARMA.NS,40,Pharma
C0023,Stock,INFY.NS,33,IT
C0023,Stock,HINDUNILVR.NS,19,FMCG
C0023,Bond,NA,99992,Debt
C0023,Cash,NA,25747,Liquid
C0024,Stock,SUNPHARMA.NS,23,Pharma
C0024,Stock,INFY.NS,37,IT
C0024,Stock,RELIANCE.NS,31,Energy
C0024,Stock,ICICIBANK.NS,17,Banking
C0024,Stock,HINDUNILVR.NS,26,FMCG
C0024,Stock,TATAMOTORS.NS,37,Auto
C0024,Bond,NA,90600,Debt
C0024,Cash,NA,46042,Liquid
C0025,Stock,ICICIBANK.NS,7,Banking
C0025,Stock,RELIANCE.NS,45,Energy
C0025,Stock,SUNPHARMA.NS,9,Pharma
C0025,Bond,NA,33743,Debt
C0025,Cash,NA,48453,Liquid
C0026,Stock,SUNPHARMA.NS,18,Pharma
C0026,Stock,TATAMOTORS.NS,48,Auto
C0026,Stock,INFY.NS,5,IT
C0026,Stock,ICICIBANK.NS,10,Banking
C0026,ETF,GOLDBEES.NS,26,Commodity
C0026,Stock,HINDUNILVR.NS,10,FMCG
C0026,Bond,NA,34833,Debt
C0026,Cash,NA,17055,Liquid
C0027,Stock,ICICIBANK.NS,46,Banking
C0027,Stock,TCS.NS,36,IT
C0027,Stock,RELIANCE.NS,20,Energy
C0027,Stock,TATAMOTORS.NS,20,Auto
C0027,Bond,NA,45999,Debt
C0027,Cash,NA,19195,Liquid
C0028,Stock,HDFCBANK.NS,27,Banking
C0028,Stock,HINDUNILVR.NS,17,FMCG
C0028,Stock,ICICIBANK.NS,15,Banking
C0028,Stock,INFY.NS,24,IT
C0028,Bond,NA,62890,Debt
C0028,Cash,NA,38614,Liquid
C0029,Stock,HDFCBANK.NS,49,Banking
C0029,Stock,TATAMOTORS.NS,33,Auto
C0029,ETF,NIFTYBEES.NS,32,Index
C0029,Stock,ICICIBANK.NS,20,Banking
C0029,Stock,RELIANCE.NS,33,Energy
C0029,Bond,NA,93498,Debt
C0029,Cash,NA,49025,Liquid
C0030,Stock,HDFCBANK.NS,35,Banking
C0030,Stock,INFY.NS,25,IT
C0030,Stock,RELIANCE.NS,27,Energy
C0030,Stock,TATAMOTORS.NS,47,Auto
C0030,ETF,NIFTYBEES.NS,34,Index
C0030,ETF,GOLDBEES.NS,12,Commodity
C0030,Bond,NA,46803,Debt
C0030,Cash,NA,45105,Liquid
C0031,Stock,TCS.NS,20,IT
C0031,Stock,SUNPHARMA.NS,11,Pharma
C0031,Stock,TATAMOTORS.NS,35,Auto
C0031,ETF,NIFTYBEES.NS,14,Index
C0031,Bond,NA,70513,Debt
C0031,Cash,NA,15677,Liquid
C0032,Stock,ICICIBANK.NS,48,Banking
C0032,ETF,GOLDBEES.NS,24,Commodity
C0032,Stock,TATAMOTORS.NS,31,Auto
C0032,Stock,TCS.NS,21,IT
C0032,Stock,HDFCBANK.NS,20,Banking
C0032,Bond,NA,86358,Debt
C0032,Cash,NA,32724,Liquid
C0033,Stock,HDFCBANK.NS,8,Banking
C0033,Stock,RELIANCE.NS,40,Energy
C0033,ETF,GOLDBEES.NS,50,Commodity
C0033,Bond,NA,46247,Debt
C0033,Cash,NA,49808,Liquid
C0034,ETF,GOLDBEES.NS,16,Commodity
C0034,ETF,NIFTYBEES.NS,27,Index
C0034,Stock,RELIANCE.NS,42,Energy
C0034,Stock,TCS.NS,18,IT
C0034,Stock,HDFCBANK.NS,10,Banking
C0034,Bond,NA,82626,Debt
C0034,Cash,NA,34733,Liquid
C0035,Stock,SUNPHARMA.NS,37,Pharma
C0035,ETF,GOLDBEES.NS,50,Commodity
C0035,Stock,HINDUNILVR.NS,9,FMCG
C0035,Bond,NA,83092,Debt
C0035,Cash,NA,13640,Liquid
C0036,Stock,TCS.NS,8,IT
C0036,Stock,ICICIBANK.NS,24,Banking
C0036,ETF,NIFTYBEES.NS,46,Index
C0036,Stock,INFY.NS,19,IT
C0036,Stock,RELIANCE.NS,25,Energy
C0036,Bond,NA,99313,Debt
C0036,Cash,NA,17820,Liquid
C0037,Stock,HINDUNILVR.NS,26,FMCG
C0037,ETF,GOLDBEES.NS,25,Commodity
C0037,Stock,SUNPHARMA.NS,45,Pharma
C0037,Bond,NA,98210,Debt
C0037,Cash,NA,29852,Liquid
C0038,Stock,TCS.NS,33,IT
C0038,Stock,SUNPHARMA.NS,33,Pharma
C0038,Stock,HINDUNILVR.NS,23,FMCG
C0038,Stock,RELIANCE.NS,10,Energy
C0038,Bond,NA,95184,Debt
C0038,Cash,NA,33392,Liquid
C0039,Stock,INFY.NS,7,IT
C0039,Stock,HINDUNILVR.NS,30,FMCG
C0039,Stock,TCS.NS,35,IT
C0039,ETF,NIFTYBEES.NS,28,Index
C0039,Stock,ICICIBANK.NS,43,Banking
C0039,Stock,HDFCBANK.NS,15,Banking
C0039,Bond,NA,35390,Debt
C0039,Cash,NA,43357,Liquid
C0040,Stock,INFY.NS,36,IT
C0040,Stock,HINDUNILVR.NS,40,FMCG
C0040,ETF,NIFTYBEES.NS,21,Index
C0040,ETF,GOLDBEES.NS,30,Commodity
C0040,Bond,NA,52183,Debt
C0040,Cash,NA,33949,Liquid
C0041,Stock,RELIANCE.NS,48,Energy
C0041,Stock,ICICIBANK.NS,30,Banking
C0041,Stock,INFY.NS,16,IT
C0041,Stock,HINDUNILVR.NS,26,FMCG
C0041,Bond,NA,81879,Debt
C0041,Cash,NA,31799,Liquid
C0042,Stock,ICICIBANK.NS,32,Banking
C0042,ETF,GOLDBEES.NS,9,Commodity
C0042,Stock,RELIANCE.NS,50,Energy
C0042,Bond,NA,21173,Debt
C0042,Cash,NA,48905,Liquid
C0043,Stock,TCS.NS,24,IT
C0043,ETF,NIFTYBEES.NS,10,Index
C0043,Stock,HINDUNILVR.NS,13,FMCG
C0043,Stock,TATAMOTORS.NS,43,Auto
C0043,Bond,NA,48175,Debt
C0043,Cash,NA,30458,Liquid
C0044,ETF,NIFTYBEES.NS,19,Index
C0044,Stock,INFY.NS,26,IT
C0044,Stock,TCS.NS,50,IT
C0044,Stock,TATAMOTORS.NS,17,Auto
C0044,Bond,NA,73041,Debt
C0044,Cash,NA,20910,Liquid
C0045,Stock,TATAMOTORS.NS,29,Auto
C0045,ETF,NIFTYBEES.NS,21,Index
C0045,Stock,ICICIBANK.NS,21,Banking
C0045,Stock,RELIANCE.NS,49,Energy
C0045,Stock,TCS.NS,46,IT
C0045,Stock,HDFCBANK.NS,45,Banking
C0045,Bond,NA,50106,Debt
C0045,Cash,NA,32978,Liquid
C0046,Stock,INFY.NS,39,IT
C0046,ETF,NIFTYBEES.NS,37,Index
C0046,Stock,TCS.NS,49,IT
C0046,ETF,GOLDBEES.NS,32,Commodity
C0046,Stock,HDFCBANK.NS,39,Banking
C0046,Stock,TATAMOTORS.NS,7,Auto
C0046,Bond,NA,21061,Debt
C0046,Cash,NA,33264,Liquid
C0047,Stock,TCS.NS,35,IT
C0047,ETF,GOLDBEES.NS,29,Commodity
C0047,Stock,INFY.NS,32,IT
C0047,Bond,NA,32943,Debt
C0047,Cash,NA,35497,Liquid
C0048,Stock,SUNPHARMA.NS,10,Pharma
C0048,ETF,GOLDBEES.NS,25,Commodity
C0048,Stock,RELIANCE.NS,11,Energy
C0048,Bond,NA,54494,Debt
C0048,Cash,NA,15880,Liquid
C0049,Stock,ICICIBANK.NS,14,Banking
C0049,Stock,INFY.NS,33,IT
C0049,Stock,SUNPHARMA.NS,9,Pharma
C0049,Bond,NA,84320,Debt
C0049,Cash,NA,34551,Liquid
C0050,Stock,RELIANCE.NS,46,Energy
C0050,ETF,GOLDBEES.NS,18,Commodity
C0050,Stock,HINDUNILVR.NS,46,FMCG
C0050,Stock,HDFCBANK.NS,30,Banking
C0050,Stock,ICICIBANK.NS,24,Banking
C0050,Bond,NA,79969,Debt
C0050,Cash,NA,47014,Liquid
C0051,Stock,INFY.NS,14,IT
C0051,Stock,TCS.NS,40,IT
C0051,Stock,TATAMOTORS.NS,39,Auto
C0051,Stock,RELIANCE.NS,36,Energy
C0051,Stock,HINDUNILVR.NS,49,FMCG
C0051,Bond,NA,86794,Debt
C0051,Cash,NA,13498,Liquid
C0052,ETF,NIFTYBEES.NS,46,Index
C0052,Stock,TATAMOTORS.NS,25,Auto
C0052,Stock,RELIANCE.NS,22,Energy
C0052,Stock,HINDUNILVR.NS,42,FMCG
C0052,Bond,NA,84349,Debt
C0052,Cash,NA,48396,Liquid
C0053,Stock,INFY.NS,43,IT
C0053,Stock,HDFCBANK.NS,21,Banking
C0053,Stock,TATAMOTORS.NS,10,Auto
C0053,Stock,SUNPHARMA.NS,37,Pharma
C0053,ETF,NIFTYBEES.NS,25,Index
C0053,Bond,NA,53830,Debt
C0053,Cash,NA,39308,Liquid
C0054,ETF,GOLDBEES.NS,37,Commodity
C0054,Stock,TATAMOTORS.NS,12,Auto
C0054,Stock,SUNPHARMA.NS,48,Pharma
C0054,Stock,HDFCBANK.NS,22,Banking
C0054,Stock,HINDUNILVR.NS,7,FMCG
C0054,Bond,NA,31887,Debt
C0054,Cash,NA,46561,Liquid
C0055,ETF,GOLDBEES.NS,30,Commodity
C0055,Stock,TATAMOTORS.NS,42,Auto
C0055,Stock,TCS.NS,29,IT
C0055,Stock,SUNPHARMA.NS,7,Pharma
C0055,Stock,HINDUNILVR.NS,9,FMCG
C0055,Bond,NA,57290,Debt
C0055,Cash,NA,31974,Liquid
C0056,Stock,RELIANCE.NS,23,Energy
C0056,Stock,HINDUNILVR.NS,16,FMCG
C0056,Stock,TCS.NS,45,IT
C0056,Bond,NA,75749,Debt
C0056,Cash,NA,12607,Liquid
C0057,Stock,HINDUNILVR.NS,47,FMCG
C0057,Stock,SUNPHARMA.NS,37,Pharma
C0057,Stock,HDFCBANK.NS,14,Banking
C0057,Stock,TATAMOTORS.NS,25,Auto
C0057,ETF,GOLDBEES.NS,31,Commodity
C0057,Bond,NA,69501,Debt
C0057,Cash,NA,44266,Liquid
C0058,ETF,GOLDBEES.NS,43,Commodity
C0058,Stock,SUNPHARMA.NS,44,Pharma
C0058,ETF,NIFTYBEES.NS,48,Index
C0058,Stock,RELIANCE.NS,10,Energy
C0058,Bond,NA,77132,Debt
C0058,Cash,NA,33055,Liquid
C0059,Stock,HDFCBANK.NS,50,Banking
C0059,Stock,INFY.NS,50,IT
C0059,Stock,HINDUNILVR.NS,39,FMCG
C0059,Bond,NA,32683,Debt
C0059,Cash,NA,11918,Liquid
C0060,Stock,RELIANCE.NS,13,Energy
C0060,ETF,NIFTYBEES.NS,29,Index
C0060,Stock,ICICIBANK.NS,17,Banking
C0060,Stock,TCS.NS,46,IT
C0060,Stock,SUNPHARMA.NS,37,Pharma
C0060,Stock,TATAMOTORS.NS,19,Auto
C0060,Bond,NA,77373,Debt
C0060,Cash,NA,25577,Liquid
C0061,ETF,NIFTYBEES.NS,39,Index
C0061,Stock,ICICIBANK.NS,29,Banking
C0061,Stock,TCS.NS,17,IT
C0061,Bond,NA,38547,Debt
C0061,Cash,NA,28944,Liquid
C0062,Stock,ICICIBANK.NS,10,Banking
C0062,ETF,GOLDBEES.NS,28,Commodity
C0062,ETF,NIFTYBEES.NS,42,Index
C0062,Stock,SUNPHARMA.NS,39,Pharma
C0062,Bond,NA,52920,Debt
C0062,Cash,NA,20072,Liquid
C0063,Stock,RELIANCE.NS,36,Energy
C0063,Stock,ICICIBANK.NS,43,Banking
C0063,ETF,NIFTYBEES.NS,5,Index
C0063,ETF,GOLDBEES.NS,46,Commodity
C0063,Stock,HINDUNILVR.NS,9,FMCG
C0063,Bond,NA,69636,Debt
C0063,Cash,NA,23816,Liquid
C0064,Stock,HINDUNILVR.NS,45,FMCG
C0064,Stock,ICICIBANK.NS,18,Banking
C0064,Stock,HDFCBANK.NS,30,Banking
C0064,Stock,RELIANCE.NS,40,Energy
C0064,Bond,NA,70235,Debt
C0064,Cash,NA,24909,Liquid
C0065,ETF,NIFTYBEES.NS,16,Index
C0065,Stock,INFY.NS,8,IT
C0065,Stock,HINDUNILVR.NS,42,FMCG
C0065,Stock,TCS.NS,49,IT
C0065,ETF,GOLDBEES.NS,13,Commodity
C0065,Stock,HDFCBANK.NS,43,Banking
C0065,Bond,NA,48286,Debt
C0065,Cash,NA,49795,Liquid
C0066,Stock,SUNPHARMA.NS,7,Pharma
C0066,Stock,RELIANCE.NS,5,Energy
C0066,Stock,TATAMOTORS.NS,48,Auto
C0066,Bond,NA,98025,Debt
C0066,Cash,NA,45924,Liquid
C0067,Stock,SUNPHARMA.NS,21,Pharma
C0067,Stock,INFY.NS,23,IT
C0067,Stock,HDFCBANK.NS,49,Banking
C0067,ETF,NIFTYBEES.NS,19,Index
C0067,Bond,NA,54747,Debt
C0067,Cash,NA,34557,Liquid
C0068,Stock,HDFCBANK.NS,17,Banking
C0068,Stock,HINDUNILVR.NS,44,FMCG
C0068,ETF,GOLDBEES.NS,32,Commodity
C0068,Stock,INFY.NS,12,IT
C0068,ETF,NIFTYBEES.NS,23,Index
C0068,Stock,RELIANCE.NS,37,Energy
C0068,Bond,NA,39533,Debt
C0068,Cash,NA,17793,Liquid
C0069,Stock,ICICIBANK.NS,29,Banking
C0069,ETF,NIFTYBEES.NS,8,Index
C0069,Stock,HINDUNILVR.NS,30,FMCG
C0069,Stock,RELIANCE.NS,35,Energy
C0069,Stock,SUNPHARMA.NS,24,Pharma
C0069,Stock,TATAMOTORS.NS,45,Auto
C0069,Bond,NA,52307,Debt
C0069,Cash,NA,13601,Liquid
C0070,ETF,NIFTYBEES.NS,36,Index
C0070,Stock,INFY.NS,30,IT
C0070,Stock,TCS.NS,19,IT
C0070,Stock,HINDUNILVR.NS,43,FMCG
C0070,Stock,SUNPHARMA.NS,29,Pharma
C0070,Bond,NA,33746,Debt
C0070,Cash,NA,20873,Liquid
C0071,Stock,TCS.NS,11,IT
C0071,Stock,HDFCBANK.NS,11,Banking
C0071,Stock,ICICIBANK.NS,10,Banking
C0071,ETF,NIFTYBEES.NS,25,Index
C0071,Stock,TATAMOTORS.NS,16,Auto
C0071,Stock,HINDUNILVR.NS,48,FMCG
C0071,Bond,NA,64699,Debt
C0071,Cash,NA,43209,Liquid
C0072,Stock,ICICIBANK.NS,15,Banking
C0072,Stock,RELIANCE.NS,13,Energy
C0072,ETF,NIFTYBEES.NS,44,Index
C0072,Bond,NA,41936,Debt
C0072,Cash,NA,48443,Liquid
C0073,Stock,HDFCBANK.NS,14,Banking
C0073,Stock,HINDUNILVR.NS,21,FMCG
C0073,Stock,RELIANCE.NS,13,Energy
C0073,Stock,INFY.NS,24,IT
C0073,ETF,GOLDBEES.NS,35,Commodity
C0073,Stock,ICICIBANK.NS,47,Banking
C0073,Bond,NA,98553,Debt
C0073,Cash,NA,18659,Liquid
C0074,ETF,NIFTYBEES.NS,45,Index
C0074,Stock,HDFCBANK.NS,6,Banking
C0074,ETF,GOLDBEES.NS,28,Commodity
C0074,Stock,INFY.NS,16,IT
C0074,Stock,TATAMOTORS.NS,49,Auto
C0074,Stock,HINDUNILVR.NS,35,FMCG
C0074,Bond,NA,68648,Debt
C0074,Cash,NA,40976,Liquid
C0075,Stock,SUNPHARMA.NS,6,Pharma
C0075,Stock,INFY.NS,22,IT
C0075,Stock,HINDUNILVR.NS,18,FMCG
C0075,Bond,NA,86120,Debt
C0075,Cash,NA,43160,Liquid
C0076,Stock,SUNPHARMA.NS,29,Pharma
C0076,Stock,TATAMOTORS.NS,16,Auto
C0076,Stock,RELIANCE.NS,18,Energy
C0076,Bond,NA,99456,Debt
C0076,Cash,NA,41270,Liquid
C0077,Stock,RELIANCE.NS,46,Energy
C0077,ETF,NIFTYBEES.NS,45,Index
C0077,ETF,GOLDBEES.NS,5,Commodity
C0077,Stock,INFY.NS,45,IT
C0077,Stock,ICICIBANK.NS,37,Banking
C0077,Bond,NA,25336,Debt
C0077,Cash,NA,47704,Liquid
C0078,ETF,GOLDBEES.NS,22,Commodity
C0078,Stock,SUNPHARMA.NS,5,Pharma
C0078,Stock,TCS.NS,20,IT
C0078,Bond,NA,55230,Debt
C0078,Cash,NA,15997,Liquid
C0079,ETF,GOLDBEES.NS,37,Commodity
C0079,Stock,SUNPHARMA.NS,26,Pharma
C0079,ETF,NIFTYBEES.NS,14,Index
C0079,Stock,INFY.NS,30,IT
C0079,Stock,ICICIBANK.NS,36,Banking
C0079,Stock,RELIANCE.NS,30,Energy
C0079,Bond,NA,42339,Debt
C0079,Cash,NA,21550,Liquid
C0080,Stock,HDFCBANK.NS,34,Banking
C0080,Stock,SUNPHARMA.NS,32,Pharma
C0080,Stock,ICICIBANK.NS,33,Banking
C0080,Stock,HINDUNILVR.NS,31,FMCG
C0080,Stock,RELIANCE.NS,16,Energy
C0080,Bond,NA,49116,Debt
C0080,Cash,NA,15353,Liquid
C0081,Stock,ICICIBANK.NS,48,Banking
C0081,Stock,INFY.NS,26,IT
C0081,Stock,TATAMOTORS.NS,43,Auto
C0081,Stock,TCS.NS,26,IT
C0081,Stock,SUNPHARMA.NS,38,Pharma
C0081,Bond,NA,67279,Debt
C0081,Cash,NA,21802,Liquid
C0082,Stock,HINDUNILVR.NS,27,FMCG
C0082,ETF,GOLDBEES.NS,31,Commodity
C0082,Stock,INFY.NS,16,IT
C0082,Bond,NA,39175,Debt
C0082,Cash,NA,16879,Liquid
C0083,Stock,SUNPHARMA.NS,26,Pharma
C0083,Stock,RELIANCE.NS,17,Energy
C0083,ETF,NIFTYBEES.NS,23,Index
C0083,Stock,TATAMOTORS.NS,8,Auto
C0083,Stock,HINDUNILVR.NS,6,FMCG
C0083,Stock,TCS.NS,24,IT
C0083,Bond,NA,74240,Debt
C0083,Cash,NA,22560,Liquid
C0084,Stock,HINDUNILVR.NS,10,FMCG
C0084,ETF,NIFTYBEES.NS,16,Index
C0084,ETF,GOLDBEES.NS,27,Commodity
C0084,Bond,NA,60090,Debt
C0084,Cash,NA,43987,Liquid
C0085,Stock,HINDUNILVR.NS,31,FMCG
C0085,ETF,GOLDBEES.NS,44,Commodity
C0085,Stock,HDFCBANK.NS,37,Banking
C0085,Stock,ICICIBANK.NS,22,Banking
C0085,Stock,SUNPHARMA.NS,26,Pharma
C0085,Bond,NA,78001,Debt
C0085,Cash,NA,48852,Liquid
C0086,Stock,SUNPHARMA.NS,28,Pharma
C0086,Stock,HDFCBANK.NS,21,Banking
C0086,Stock,HINDUNILVR.NS,39,FMCG
C0086,Stock,RELIANCE.NS,48,Energy
C0086,Bond,NA,88859,Debt
C0086,Cash,NA,14306,Liquid
C0087,Stock,TCS.NS,35,IT
C0087,Stock,HINDUNILVR.NS,22,FMCG
C0087,Stock,HDFCBANK.NS,14,Banking
C0087,Bond,NA,48797,Debt
C0087,Cash,NA,33007,Liquid
C0088,Stock,ICICIBANK.NS,7,Banking
C0088,ETF,GOLDBEES.NS,25,Commodity
C0088,Stock,TCS.NS,22,IT
C0088,Stock,TATAMOTORS.NS,38,Auto
C0088,Stock,SUNPHARMA.NS,49,Pharma
C0088,Bond,NA,26758,Debt
C0088,Cash,NA,30706,Liquid
C0089,Stock,HINDUNILVR.NS,48,FMCG
C0089,Stock,ICICIBANK.NS,37,Banking
C0089,Stock,TCS.NS,10,IT
C0089,Stock,RELIANCE.NS,16,Energy
C0089,Stock,TATAMOTORS.NS,34,Auto
C0089,Bond,NA,46252,Debt
C0089,Cash,NA,35655,Liquid
C0090,Stock,TCS.NS,37,IT
C0090,ETF,NIFTYBEES.NS,22,Index
C0090,Stock,ICICIBANK.NS,40,Banking
C0090,Bond,NA,41723,Debt
C0090,Cash,NA,32138,Liquid
C0091,ETF,GOLDBEES.NS,45,Commodity
C0091,Stock,HDFCBANK.NS,48,Banking
C0091,Stock,HINDUNILVR.NS,24,FMCG
C0091,Stock,SUNPHARMA.NS,47,Pharma
C0091,Stock,ICICIBANK.NS,30,Banking
C0091,Bond,NA,86851,Debt
C0091,Cash,NA,16782,Liquid
C0092,Stock,HINDUNILVR.NS,26,FMCG
C0092,Stock,HDFCBANK.NS,11,Banking
C0092,ETF,GOLDBEES.NS,37,Commodity
C0092,Bond,NA,40458,Debt
C0092,Cash,NA,34213,Liquid
C0093,ETF,NIFTYBEES.NS,46,Index
C0093,Stock,TCS.NS,13,IT
C0093,Stock,RELIANCE.NS,25,Energy
C0093,Stock,INFY.NS,27,IT
C0093,Bond,NA,50469,Debt
C0093,Cash,NA,22649,Liquid
C0094,Stock,HINDUNILVR.NS,6,FMCG
C0094,Stock,TCS.NS,25,IT
C0094,Stock,INFY.NS,17,IT
C0094,Stock,RELIANCE.NS,31,Energy
C0094,Bond,NA,76104,Debt
C0094,Cash,NA,33488,Liquid
C0095,Stock,ICICIBANK.NS,39,Banking
C0095,Stock,TCS.NS,26,IT
C0095,ETF,NIFTYBEES.NS,18,Index
C0095,Bond,NA,71528,Debt
C0095,Cash,NA,46594,Liquid
C0096,Stock,TATAMOTORS.NS,48,Auto
C0096,ETF,GOLDBEES.NS,34,Commodity
C0096,Stock,TCS.NS,23,IT
C0096,ETF,NIFTYBEES.NS,19,Index
C0096,Stock,ICICIBANK.NS,37,Banking
C0096,Bond,NA,42453,Debt
C0096,Cash,NA,29793,Liquid
C0097,Stock,INFY.NS,47,IT
